lon,lat,name,address,pname,cityname,business_area,type
103.906776,30.648411,易通道物流,九江镇明旭物流仓库,四川省,成都市,九江,生活服务;生活服务场所;生活服务场所
103.924360,30.562893,极兔物流,[],四川省,成都市,东升,生活服务;物流速递;物流速递
103.922978,30.643367,成都运茂物流有限公司,大井西街,四川省,成都市,九江,生活服务;物流速递;物流速递
103.971622,30.558295,天津瑞佳国际物流,口岸路,四川省,成都市,,生活服务;物流速递;物流速递
103.929811,30.640902,效起物流,惠民路一段,四川省,成都市,九江,生活服务;物流速递;物流速递
103.922772,30.644158,成都重光物流,大井西街193号附近,四川省,成都市,九江,生活服务;物流速递;物流速递
103.975670,30.540897,广州凯沣物流有限公司成都分公司,西航港大道中三段与腾飞路交叉路口西北侧,四川省,成都市,,生活服务;物流速递;物流速递
103.900813,30.655230,丰润物流,双九路五段,四川省,成都市,九江,生活服务;物流速递;物流速递
103.939390,30.620851,朝阳货运,好顺路4南90米,四川省,成都市,,生活服务;物流速递;物流速递
103.938049,30.620179,田氏星月物流,兴龙路,四川省,成都市,,生活服务;物流速递;物流速递
103.924143,30.620377,好运来物流,万佳仓储物流园,四川省,成都市,九江,生活服务;物流速递;物流速递
103.924973,30.636693,成都宏源物流,成新蒲大道(童心幼儿园南侧约250米),四川省,成都市,九江,生活服务;生活服务场所;生活服务场所
103.972838,30.542803,跑得飞快运输有限公司,会缘汽配物流中心B区4S-2-2-3,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.939157,30.620684,凡客物流,兴龙路与好顺路交叉路口西南侧,四川省,成都市,,生活服务;物流速递;物流速递
103.900606,30.656174,方瑞物流有限公司,双九路五段,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918295,30.635432,点站物流,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
104.016958,30.557925,良兵货运,丰华路,四川省,成都市,白家,生活服务;物流速递;物流速递
103.939390,30.620851,力源物流,好顺路4南90米,四川省,成都市,,生活服务;物流速递;物流速递
103.938863,30.620478,安捷晟物流,兴龙路,四川省,成都市,,生活服务;物流速递;物流速递
103.926950,30.636679,程洋物流,大井东街(童心幼儿园南侧约250米),四川省,成都市,九江,生活服务;物流速递;物流速递
104.122690,30.511596,璠瑜物流,新华路(天府建材城西侧),四川省,成都市,,生活服务;物流速递;物流速递
104.055733,30.531597,成都法思特物流有限公司银泰城站,[],四川省,成都市,,生活服务;物流速递;物流速递
103.921497,30.643605,俊泽物流,大井西街(九江仓储中心),四川省,成都市,九江,生活服务;物流速递;物流速递
103.936704,30.624800,一米滴答金桥物流,柑通路与草金路交叉路口往西南约50米,四川省,成都市,九江,生活服务;物流速递;物流速递
103.922395,30.644492,潇湘物流(双流分部),大井西街,四川省,成都市,九江,生活服务;物流速递;物流速递
103.931107,30.602026,祥捷物流,双楠大道辅路,四川省,成都市,东升,生活服务;物流速递;物流速递
103.924636,30.620587,东安货运,星空路三段辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
104.021156,30.561141,成达物流,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.868014,30.640424,盛世奎鑫物流,彭镇谢家机坊,四川省,成都市,,生活服务;物流速递;物流速递
103.971752,30.542539,冬华承安物流,西航港物流大道428号会缘汽车汽配物流中心18栋9,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.938648,30.620436,鹏俊物流,兴龙路与好顺路交叉路口往西南约100米,四川省,成都市,,生活服务;物流速递;物流速递
103.884934,30.575601,金源物流,花园路(中共双流区委党校北侧约150米),四川省,成都市,,生活服务;物流速递;物流速递
104.020559,30.559863,双发货运,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.916714,30.637518,快捷物流,九龙大道与九洋路交叉路口往东约200米,四川省,成都市,九江,生活服务;物流速递;物流速递
104.031520,30.526593,西藏嘉瑞实业有限公司成都物流中心,华府大道二段748号5号仓库1-2,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.996270,30.495285,丽华物流西南中转园区,黄龙大道二段20号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.918322,30.635603,川鲁快运,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
